Monitor	Latitude	Longitude	fourthmaxOzone	meanOzone	maxOzone	avgTemp	mean4MaxTemp	meanMaxTemp	nmonitors	TotPop	PctUrban	PctInUAs	PctInUCs	PctRural	PctWhite	PctBlack	PctHisp	PctHighSchool	MedianHHInc	PctPoor	PctFemale	TotHUs	PctUrbanHUs	PctRuralHUs	PctOccupied	PctMovedIn5	MedianHValue	PopPerSQM	Year	Month
"04013-2005"	33.706328	-111.855622	0.039	0.0432375	0.068	91.7870122527472	95.0	104.230769230769	1	21098	0.84287610200019	0.731064555882074	0.111811546118115	0.15712389799981	0.954592852403071	0.0100009479571523	0.034031661768888	0.124899424398094	97675.0	0.0287923346931031	0.5140771637122	10278	0.835960303561004	0.164039696438996	0.858630083673867	0.781076487252125	352800.0	320.789159940906	2004.0	"6, 7, 8"
"04013-3002"	33.45793	-112.04601	0.034	0.0283730989010989	0.078	88.3626887545389	91.6666666666667	101.210981047938	3	491703	0.998761447459137	0.998761447459137	0.0	0.00123855254086308	0.591676276126035	0.0741280813824605	0.513002767931048	0.218457268416792	30113.0	0.253000253645898	0.47792061468	180388	0.998697252588864	0.001302747411136	0.925189036964765	0.622482668536128	109468.75	3843.60299350427	2004.0	"6, 7, 8"
"04013-3003"	33.47968	-111.91721	0.037	0.0318500652173913	0.081	88.3626887545389	91.6666666666667	101.210981047938	3	542983	0.994141621376728	0.994141621376728	0.0	0.00585837862327182	0.765819556045033	0.0318278841142356	0.236469650062709	0.208542855528561	42959.8571428571	0.155038275328649	0.491595501148286	244664	0.996771081973646	0.00322891802635451	0.916093090932871	0.639244205501149	156178.571428571	2713.91032460412	2004.0	"6, 7, 8"
"04013-4003"	33.40316	-112.07533	0.037	0.0316412391304348	0.079	88.3626887545389	91.6666666666667	101.210981047938	3	221618	0.997252028264852	0.997252028264852	0.0	0.00274797173514787	0.496904583562707	0.106340640200706	0.674277360142227	0.213654319525626	25827.5	0.321511157769297	0.467105560017688	65088	0.996389503441495	0.00361049655850541	0.927774705014749	0.567208173944723	92562.5	2792.5104824796	2004.0	"6, 7, 8"
"04013-4004"	33.29898	-111.88431	0.035	0.0323279130434783	0.073	87.9715183756868	91.5	100.840301003344	4	390636	0.998551080801565	0.998551080801565	0.0	0.00144891919843537	0.764514791263478	0.0342927943149121	0.212645531901822	0.190159761308505	59094.2222222222	0.0758673088314833	0.503179430467238	150120	0.999094058086864	9.05941913136158E-4	0.941846522781775	0.667133460640781	147422.222222222	2686.84249683186	2004.0	"6, 7, 8"
"04013-4005"	33.4124	-111.93473	0.035	0.0299673586956522	0.078	88.3626887545389	91.6666666666667	101.210981047938	3	589547	0.999677718655171	0.999677718655171	0.0	3.22281344829165E-4	0.700207108169493	0.0563262979881163	0.299557117583501	0.21109409779409	40299.0	0.172094862624105	0.487104505662822	242760	0.999769319492503	2.30680507497116E-4	0.928344867358708	0.64518891575888	114335.714285714	4079.95883015681	2004.0	"6, 7, 8"
"04013-4008"	33.82169	-112.01739	0.046	0.0451934239130435	0.077	91.7870122527472	95.0	104.230769230769	1	32532	0.568209762695192	0.568209762695192	0.0	0.431790237304808	0.940181974671093	0.0169371695561293	0.0599102422230419	0.19761557594991	64752.0	0.0395764013309445	0.49170047952785	13209	0.54538572185631	0.45461427814369	0.895677189794837	0.720141999830953	210333.333333333	227.107206326088	2004.0	"6, 7, 8"
"04013-4010"	33.63713	-112.34184	0.033	0.0304327934782609	0.074	91.7870122527472	95.0	104.230769230769	1	113005	0.984115747090837	0.984115747090837	0.0	0.0158842529091633	0.91567629750896	0.0151320738020442	0.131303924605106	0.298981720034352	35440.75	0.0705129925309719	0.543427281978674	69951	0.989278209032037	0.0107217909679633	0.825063258566711	0.530373912742142	105650.0	947.048115797558	2004.0	"6, 7, 8"
"04013-4011"	33.37005	-112.6207	0.031	0.0266875357142857	0.064	91.7870122527472	95.0	104.230769230769	1	22019	0.626776874517462	0.0	0.626776874517462	0.373223125482538	0.741768472682683	0.0468686134701848	0.314228620736637	0.310557668843752	37850.0	0.153932458207113	0.450338344157319	6245	0.555004003202562	0.444995996797438	0.924579663730985	0.59023207481815	107700.0	34.0337821699553	2004.0	"6, 7, 8"
"04013-7003"	33.290229	-112.160597	0.038	0.0374767912087912	0.074	88.3626887545389	91.6666666666667	101.210981047938	3	2184773	0.991919984364508	0.981239240873079	0.0106807434914291	0.00808001563549165	0.699584808124231	0.047739971154898	0.368246952887096	0.23506071120457	40139.5964912281	0.168717258300788	0.493891585075429	863395	0.990957788729376	0.00904221127062353	0.916096340608875	0.633892279313689	118050.877192982	1828.45742736403	2004.0	"6, 7, 8"
"04013-9704"	33.61103	-111.72529	0.04	0.0435875326086957	0.077	88.3626887545389	91.6666666666667	101.210981047938	3	47865	0.904105296145409	0.518061213830565	0.386044082314844	0.095894703854591	0.925853964274522	0.00894181552282461	0.0326752324245273	0.160765494235384	65173.6666666667	0.0412565445026178	0.51281729865246	21794	0.908552812700743	0.0914471872992567	0.872992566761494	0.710816777041943	214833.333333333	122.102853876254	2004.0	"6, 7, 8"
"04013-9706"	33.71881	-111.67183	0.042	0.0439232087912088	0.074	91.7870122527472	95.0	104.230769230769	1	1503	0.0	0.0	0.0	1.0	0.985362608117099	0.0	0.0	0.147197839297772	86354.0	0.0166333998669328	0.534264803725882	1221	0.0	1.0	0.655200655200655	0.505	343600.0	199.004411707419	2004.0	"6, 7, 8"
"04013-9993"	33.348851	-112.831103	0.036	0.0377205760869565	0.075	91.7870122527472	95.0	104.230769230769	1	474	0.0	0.0	0.0	1.0	0.791139240506329	0.0147679324894515	0.369198312236287	0.345762711864407	26389.0	0.345338983050847	0.455696202531646	187	0.0	1.0	0.844919786096257	0.5	90000.0	3.58811332391464	2004.0	"6, 7, 8"
"04013-9997"	33.503833	-112.095767	0.036	0.0297685434782609	0.077	91.7870122527472	95.0	104.230769230769	1	576523	0.999892458757066	0.999892458757066	0.0	1.07541242933933E-4	0.622545848127481	0.0516059203188771	0.468602293403732	0.241488424854844	31072.5789473684	0.228006929578865	0.484355350957377	215818	0.999911962857593	8.80371424070281E-5	0.926766998118785	0.628964117332373	105510.526315789	5063.86067679343	2004.0	"6, 7, 8"
"04017-0119"	34.82251	-109.89249	0.038	0.0477832282608696	0.071	72.8858695543478	73.0	84.25	1	177	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.146551724137931	40469.0	0.0564971751412429	0.694915254237288	78	0.0	1.0	0.807692307692308	0.111111111111111	55000.0	1.43373226133961	2004.0	"6, 7, 8"
